movie_title,character_name,cornell_character,actor_name,cast_order,actor_id
as good as it gets,Nora Manning,NORA,Lupe Ontiveros,7,28779
as good as it gets,Vincent Lopiano,VINCENT,Skeet Ulrich,8,22108
as good as it gets,Dr. Bettes,DR. BETTES,Harold Ramis,9,1524
as good as it gets,Detective Ray,RAY,John F. O'Donohue,32,66749
as good as it gets,Hospital Doctor,DOCTOR,David A. Kipper,33,1678170
assassins,Robert Rath,RATH,Sylvester Stallone,0,16483
assassins,Miguel Bain,BAIN,Antonio Banderas,1,3131
assassins,Electra,ELECTRA,Julianne Moore,2,1231
assassins,Ketcham,KETCHAM,Muse Watson,4,17348
assassins,Obnoxious Woman in Elevator,WOMAN,Sue Carolyn Wise,16,2568195
assassins,Bank Official,OFFICIAL,Ángel Vázquez,27,1622201
austin powers: international man of mystery,Austin Powers / Dr. Evil,AUSTIN,Mike Myers,0,12073
austin powers: international man of mystery,Vanessa Kensington,VANESSA,Elizabeth Hurley,1,13918
austin powers: international man of mystery,Basil Exposition,BASIL EXPOSITION,Michael York,2,13919
austin powers: international man of mystery,Mrs. Kensington,MRS. KENSINGTON,Mimi Rogers,3,13920
austin powers: international man of mystery,Number Two,NUMBER TWO,Robert Wagner,4,9208
austin powers: international man of mystery,Scott Evil,SCOTT EVIL,Seth Green,5,13922
austin powers: international man of mystery,Alotta Fagina,ALOTTA,Fabiana Udenio,6,13923
austin powers: international man of mystery,Frau Farbissina,FRAU FARBISSINA,Mindy Sterling,7,13924
austin powers: international man of mystery,Commander Gilmour,COMMANDER GILMOUR,Charles Napier,9,16119
austin powers: international man of mystery,Mustafa,MUSTAFA,Will Ferrell,10,23659
austin powers: international man of mystery,Andy Warhol,ANDY WARHOL,Mark Bringelson,15,15443
austin powers: international man of mystery,Radar Operator,RADAR OPERATOR,Clint Howard,16,15661
austin powers: international man of mystery,Quartermaster Clerk,CLERK,Neil Mullarkey,20,215099
austin powers: international man of mystery,Therapist (uncredited),THERAPIST,Carrie Fisher,52,4
austin powers: international man of mystery,Security Guard (uncredited),GUARD,Sergio Kato,58,1337623
bachelor party,Rick Gassko,RICK,Tom Hanks,0,31
bachelor party,Debbie Thompson,DEBBIE,Tawny Kitaen,1,72055
bachelor party,Jay O'Neill,O'NEILL,Adrian Zmed,2,36039
bachelor party,Cole Whittier,COLE,Robert Prescott,5,38086
bachelor party,Dr. Stan Gassko,STAN,William Tepper,6,15214
bachelor party,Gary,GARY,Gary Grossman,9,86930
bachelor party,Ryko,RYKO,Michael Dudikoff,10,21259
bachelor party,Phoebe,PHOEBE,Martina Finch,12,1710676
bachelor party,Ilene,ILENE,Deborah Harmon,13,100600
bachelor party,Sister Mary Francis,SISTER MARY FRANCIS,Florence Schauffler,15,174871
bachelor party,Rajah,RAJAH,Sumant,16,1729743
bachelor party,Parkview Hotel Manager,MANAGER,Kenneth Kimmins,18,151326
bachelor party,Elkshead Executive,EXECUTIVE,Dean Dittman,33,1213769
bachelor party,Screaming Woman,WOMAN,Rebecca Perle,43,106802
back to the future,Marty McFly,MARTY,Michael J. Fox,0,521
back to the future,George McFly,GEORGE,Crispin Glover,2,1064
back to the future,Biff Tannen,BIFF,Thomas F. Wilson,5,1065
backdraft,Stephen McCaffrey,STEPHEN,Kurt Russell,0,6856
backdraft,Brian McCaffrey,BRIAN,William Baldwin,1,13021
backdraft,Ronald Bartel,RONALD,Donald Sutherland,3,55636
backdraft,Jennifer Vaitkus,JENNIFER,Jennifer Jason Leigh,4,10431
backdraft,Helen McCaffrey,HELEN,Rebecca De Mornay,6,28412
backdraft,Tim Kirzminski,TIM,Jason Gedrick,7,48012
backdraft,Alderman Marty Swayzak,SWAYZAK,J.T. Walsh,8,22131
backdraft,Grindle,GRINDLE,Cedric Young,10,156598
backdraft,Willy - Bartender,WILLY,Robert Swan,19,3217
bad lieutenant,LT,LT,Harvey Keitel,0,1037
bad lieutenant,Lite,LITE,Anthony Ruggiero,9,989930
bad lieutenant,JC,JC,Vincent Laresca,10,1983
bad lieutenant,Ariane,ARIANE,Robin Burrows,11,71444
bad lieutenant,The Nun,NUN,Frankie Thorn,19,64239
bad lieutenant,Large,LARGE,Frank Adonis,20,4692
bad lieutenant,Jesus,JESUS,Paul Hipp,21,54041
bad lieutenant,Priest,PRIEST,Jaime Sánchez,35,8257
badlands,Kit Carruthers,KIT,Martin Sheen,0,8349
badlands,Holly Sargis,HOLLY,Sissy Spacek,1,5606
badlands,Cato,CATO,Ramon Bieri,3,33060
badlands,Deputy,DEPUTY,Alan Vint,4,33059
badlands,Sheriff,SHERIFF,Gary Littlejohn,5,33058
badlands,Rich Man,RICH MAN,John Carter,6,60196
badlands,Boy,BOY,Bryan Montgomery,7,193567
badlands,Girl,GIRL,Gail Threlkeld,8,1048162
badlands,Clerk,CLERK,Charles Fitzpatrick,9,1002845
bamboozled,Pierre Delacroix,DELACROIX,Damon Wayans,0,22675
bamboozled,Manray / Mantan,MANTAN,Savion Glover,1,80623
bamboozled,Sloan Hopkins,SLOAN,Jada Pinkett Smith,2,9575
bamboozled,Thomas Dunwitty,DUNWITTY,Michael Rapaport,4,4688
bamboozled,Honeycutt,HONEYCUTT,Thomas Jefferson Byrd,5,98889
bamboozled,Junebug,JUNEBUG,Paul Mooney,6,81149
bamboozled,Orchid Dothan,ORCHID,Susan Batson,8,170956
bamboozled,Jukka Laks,JUKKA,Jani Blom,28,2432425
bamboozled,Myrna Goldfarb,MYRNA,Dina Pearlman,29,2107237
bamboozled,Mona,MONA,Cheryl Lynn Bowers,53,163962
bamboozled,Dot,DOT,Sarah Jones,76,1249961
barry lyndon,The Chevalier,CHEVALIER,Patrick Magee,2,2264
barry lyndon,Captain Grogan,CAPTAIN GROGAN,Godfrey Quigley,12,2279
barry lyndon,Prince of Tübingen,PRINCE,Wolf Kahler,27,659
barry lyndon,Bryan Patrick Lyndon,PATRICK,David Morley,31,2007942
barton fink,Barton Fink,BARTON,John Turturro,0,1241
barton fink,Charlie Meadows,CHARLIE,John Goodman,1,1230
barton fink,Audrey Taylor,AUDREY,Judy Davis,2,351
barton fink,Ben Geisler,GEISLER,Tony Shalhoub,4,4252
barton fink,W.P. Mayhew,MAYHEW,John Mahoney,5,4251
barton fink,Lou Breeze,LOU,Jon Polito,6,4253
barton fink,Garland Stanford,GARLAND,David Warrilow,8,4254
barton fink,Det. Mastrionotti,MASTRIONOTTI,Richard Portnow,9,4255
barton fink,Det. Deutsch,DEUTSCH,Christopher Murney,10,4256
barton fink,Voice (voice),VOICE,William Preston Robertson,24,565196
basic,Tom Hardy,HARDY,John Travolta,0,8891
basic,Osborne,OSBORNE,Connie Nielsen,1,935
basic,West,WEST,Samuel L. Jackson,2,2231
basic,Kendall,KENDALL,Giovanni Ribisi,3,1771
basic,Dunbar,DUNBAR,Brian Van Holt,4,12792
basic,Mueller,MUELLER,Dash Mihok,5,6066
basic,Pike,PIKE,Taye Diggs,6,17637
basic,Styles,STYLES,Tim Daly,8,68122
basic instinct,Detective Nick Curran,NICK,Michael Douglas,0,3392
basic instinct,Catherine Tramell,CATHERINE,Sharon Stone,1,4430
basic instinct,Gus,GUS,George Dzundza,2,10477
basic instinct,Dr. Beth Garner,BETH,Jeanne Tripplehorn,3,10478
basic instinct,Andrews,ANDREWS,Bruce A. Young,6,4943
basic instinct,Captain Talcott,TALCOTT,Chelcie Ross,7,10486
basic instinct,Detective,DETECTIVE,Michael David Lally,28,77017
basquiat,Jean Michel Basquiat,BASQUIAT,Jeffrey Wright,0,2954
basquiat,Rene Ricard,RENE,Michael Wincott,1,7486
basquiat,Benny Dalmau,BENNY,Benicio del Toro,2,1121
basquiat,Gina Cardinale,GINA,Claire Forlani,3,4174
basquiat,Andy Warhol,ANDY WARHOL,David Bowie,4,7487
basquiat,Bruno Bischofberger,BRUNO,Dennis Hopper,5,2778
basquiat,Albert Milo,ALBERT MILO,Gary Oldman,6,64
basquiat,The Interviewer,INTERVIEWER,Christopher Walken,7,4690
basquiat,Shenge,SHENGE,Jean-Claude La Marre,9,7488
basquiat,Mary Boone,MARY BOONE,Parker Posey,10,7489
basquiat,Annina Nosei,ANNINA NOSEI,Elina Löwensohn,11,17257
basquiat,Big Pink,BIG PINK,Courtney Love,13,7621
basquiat,Jack Milo,JACK MILO,Jack Schnabel,18,4647528
basquiat,Stella,STELLA,Stella Schnabel,23,1036825
basquiat,Counterman at Deli,COUNTERMAN,Michael Badalucco,25,1010
basquiat,Chef at Leshko's Restaurant (uncredited),LESHKO,Thomas Urb,49,48666
batman,Jack Napier / Joker,JOKER,Jack Nicholson,0,514
batman,Bruce Wayne / Batman,BRUCE,Michael Keaton,1,2232
batman,Vicki Vale,VICKI,Kim Basinger,2,326
batman,Alexander Knox,KNOX,Robert Wuhl,3,4040
batman,Harvey Dent,DENT,Billy Dee Williams,5,3799
batman,Alfred Pennyworth,ALFRED,Michael Gough,6,3796
batman,Grissom,GRISSOM,Jack Palance,7,3785
batman,Mayor,MAYOR,Lee Wallace,10,3802
batman,Eckhardt,ECKHARDT,William Hootkins,11,663
batman,Rotelli,ROTELLI,Edwin Craig,19,3803
batman,Eddie,EDDIE,George Roth,24,2147290
batman,Young Jack Napier,JACK,Hugo Blick,40,218373
batman and robin,Batman / Bruce Wayne,BRUCE,Robert Lowery,0,34117
batman and robin,Robin / Dick Grayson,DICK,Johnny Duncan,1,1061015
batman forever,Bruce Wayne / Batman,BRUCE,Val Kilmer,0,5576
batman forever,Harvey Dent / Two-Face,TWO-FACE,Tommy Lee Jones,1,2176
batman forever,Edward Nygma / The Riddler,RIDDLER,Jim Carrey,2,206
batman forever,Dr. Chase Meridian,CHASE,Nicole Kidman,3,2227
batman forever,Dick Grayson / Robin,DICK,Chris O'Donnell,4,5577
batman forever,Alfred Pennyworth,ALFRED,Michael Gough,5,3796
batman forever,Bank Guard,GUARD,Joe Grifasi,10,4887
batman forever,Fred Stickley (uncredited),STICKLEY,Ed Begley Jr.,76,42157
batman returns,Bruce Wayne / Batman,BRUCE,Michael Keaton,0,2232
batman returns,Oswald Cobblepot / The Penguin,PENGUIN,Danny DeVito,1,518
batman returns,Selina Kyle / Catwoman,CATWOMAN,Michelle Pfeiffer,2,1160
batman returns,Max Shreck,MAX,Christopher Walken,3,4690
batman returns,Alfred Pennyworth,ALFRED,Michael Gough,4,3796
batman returns,Fat Clown,FAT CLOWN,Travis McKenna,17,106359
bean,Mr. Bean,BEAN,Rowan Atkinson,0,10730
bean,David Langley,DAVID,Peter MacNicol,1,12688
bean,Alison Langley,ALISON,Pamela Reed,2,14699
bean,Jennifer Langley,JENNIFER,Tricia Vessey,3,39596
bean,Kevin Langley,KEVIN,Andrew Lawrence,4,16479
bean,George Grierson,GRIERSON,Harris Yulin,5,1166
bean,Elmer,ELMER,Larry Drake,20,16476
bean,Nurse Desking,NURSE,Gigi Fields,29,2749758
bean,Doctor Frowning,DOCTOR,Robert Curtis Brown,33,233298
beavis and butt-head do america,Beavis / Butt-Head / Tom Anderson / Mr. Van Driessen / Principal McVicker (voice),BUTT-HEAD,Mike Judge,0,17403
beavis and butt-head do america,Muddy Grimes (voice),MUDDY,Bruce Willis,1,62
beavis and butt-head do america,Dallas (voice),DALLAS,Demi Moore,2,3416
beavis and butt-head do america,Agent Flemming (voice),FLEMMING,Robert Stack,4,2493
beavis and butt-head do america,ATF Agent Bork (voice),BORK,Greg Kinnear,23,17141
beetle juice,Adam,ADAM,Alec Baldwin,0,7447
beetle juice,Barbara,BARBARA,Geena Davis,1,16935
beetle juice,Lydia,LYDIA,Winona Ryder,2,1920
beetle juice,Delia,DELIA,Catherine O'Hara,3,11514
beetle juice,Charles,CHARLES,Jeffrey Jones,4,4004
beetle juice,Betelgeuse,BETELGEUSE,Michael Keaton,5,2232
beetle juice,Otho,OTHO,Glenn Shadix,6,13243
beetle juice,Juno,JUNO,Sylvia Sidney,7,528
beetle juice,Receptionist,RECEPTIONIST,Patrice Martinez,8,54813
beetle juice,Maxie Dean,MAXIE,Robert Goulet,10,128621
beetle juice,Jane Butterfield,JANE,Annie McEnroe,14,34535
being john malkovich,Craig Schwartz,CRAIG,John Cusack,0,3036
being john malkovich,John Horatio Malkovich,MALKOVICH,John Malkovich,1,6949
being john malkovich,Lotte Schwartz,LOTTE,Cameron Diaz,2,6941
being john malkovich,Maxine Lund,MAXINE,Catherine Keener,3,2229
being john malkovich,Floris,FLORIS,Mary Kay Place,4,5960
being john malkovich,Dr. Lester,LESTER,Orson Bean,5,863
being john malkovich,Don,DON,Reggie Hayes,7,1517447
being john malkovich,Larry the Agent,AGENT,Carlos Jacott,9,52930
being john malkovich,Wendy,WENDY,K.K. Dodds,11,6945
being john malkovich,Captain Mertin,MERTIN,Byrne Piven,12,6947
being john malkovich,Tiny Woman,TINY WOMAN,Judith Wetzell,13,6948
being john malkovich,Derek Mantini,MANTINI,Ned Bellamy,16,2141
being there,Chance,CHANCE,Peter Sellers,0,12446
being there,Eve Rand,RAND,Shirley MacLaine,1,4090
being there,President 'Bobby',PRESIDENT,Jack Warden,3,5251
being there,Dr. Robert Allenby,ALLENBY,Richard Dysart,4,15413
being there,Vladimir Skrapinov,SKRAPINOV,Richard Basehart,5,5403
being there,Louise,LOUISE,Ruth Attaway,6,20160
being there,Thomas Franklin,FRANKLIN,David Clennon,7,15412
being there,Sally Hayes,HAYES,Fran Brill,8,164131
being there,Johanna Franklin,JOHANNA,Denise DuBarry,9,1192920
being there,First Lady,FIRST LADY,Alice Hirson,10,14106
being there,Sidney Courtney,COURTNEY,John Harkins,12,68897
being there,Kaufman,KAUFMAN,James Noble,13,152699
being there,Dennis Watson,DENNIS,Mitch Kreindel,14,128602
being there,Wilson,WILSON,Richard Venture,16,88748
being there,Karpatov,KARPATOV,Elya Baskin,18,2368
beloved,Sethe,SETHE,Oprah Winfrey,0,13309
beloved,Paul D,PAUL,Danny Glover,1,2047
beloved,Beloved,BELOVED,Thandiwe Newton,2,9030
beloved,Denver,DENVER,Kimberly Elise,3,55314
beloved,Baby Suggs,BABY SUGGS,Beah Richards,4,32774
beloved,Stamp Paid,STAMP PAID,Albert Hall,6,8354
beloved,Ella,ELLA,Irma P. Hall,7,43853
beloved,Janey Wagon,JANEY,Carol Jean Lewis,8,1734736
beloved,Lady Jones,LADY JONES,Jane White,13,2101501
beloved,Mr. Sawyer,SAWYER,Robert W. Castle,43,552527
big fish,Will Bloom,WILL,Billy Crudup,2,8289
big fish,Sandra Bloom (senior),SANDRA,Jessica Lange,3,4431
big fish,Jenny (young & senior) / The Witch,JENNY,Helena Bonham Carter,4,1283
big fish,Dr. Bennett (senior),DR. BENNETT,Robert Guillaume,6,8294
big fish,Josephine,JOSEPHINE,Marion Cotillard,7,8293
big fish,Karl the Giant,KARL,Matthew McGrory,8,8295
big fish,Don Price (age 18-22),DON PRICE,David Denman,9,62562
big fish,Beamen,BEAMEN,Loudon Wainwright III,11,84848
big fish,Norther Winslow,NORTHER WINSLOW,Steve Buscemi,14,884
big fish,Amos Calloway,AMOS,Danny DeVito,15,518
black rain,Nick Conklin,NICK,Michael Douglas,0,3392
black rain,Charlie Vincent,CHARLIE,Andy García,1,1271
black rain,Joyce,JOYCE,Kate Capshaw,3,689
black rain,Ohashi,OHASHI,Shigeru Kōyama,5,34690
black rain,Oliver,OLIVER,John Spencer,6,34691
black rain,Sugai,SUGAI,Tomisaburō Wakayama,9,73428
black snake moan,Rae,RAE,Christina Ricci,0,6886
black snake moan,Lazarus,LAZARUS,Samuel L. Jackson,1,2231
black snake moan,Ronnie Morgan,RONNIE,Justin Timberlake,2,12111
black snake moan,Angela,ANGELA,S. Epatha Merkerson,3,3978
black snake moan,Tehronne,TEHRONNE,David Banner,5,53258
black snake moan,Gill,GILL,Michael Raymond-James,6,53259
black snake moan,Rose Woods,ROSE,Adriane Lenox,7,53260
black snake moan,Sandy,SANDY,Kim Richards,8,53261
black snake moan,Lincoln,LINCOLN,Neimus K. Williams,9,53262
black snake moan,Mayella,MAYELLA,Ruby Wilson,11,53263
black snake moan,Bojo,BOJO,Claude Phillips,12,53264
black snake moan,Jesse,JESSE,Amy Lavere,13,53265
black snake moan,Bryan,BRYAN,Cody Block,23,1967658
black snake moan,Ella Mae,ELLA MAE,Jo Lynne Palmer,27,3508520
blade,Blade,BLADE,Wesley Snipes,0,10814
blade,Deacon Frost,FROST,Stephen Dorff,1,10822
blade,Whistler,WHISTLER,Kris Kristofferson,2,10823
blade,Karen,KAREN,N'Bushe Wright,3,10824
blade,Dragonetti,DRAGONETTI,Udo Kier,5,1646
blade,Curtis Webb,CURTIS,Tim Guinee,9,40275
blade,Vanessa,VANESSA,Sanaa Lathan,10,5411
blade,Kam,KAM,Keith Leon Williams,19,1080221
blade ii,Blade,BLADE,Wesley Snipes,0,10814
blade ii,Whistler,WHISTLER,Kris Kristofferson,1,10823
blade ii,Reinhardt,REINHARDT,Ron Perlman,2,2372
blade ii,Nyssa,NYSSA,Leonor Varela,3,10839
blade ii,Scud,SCUD,Norman Reedus,4,4886
blade ii,Damaskinos,DAMASKINOS,Thomas Kretschmann,5,3491
blade ii,Nomak,NOMAK,Luke Goss,6,10843
blade ii,Chupa,CHUPA,Matt Schulze,7,31841
blade ii,Blood Bank Nurse,NURSE,Andrea Miltner,19,183729
blade runner,Deckard,DECKARD,Harrison Ford,0,3
blade runner,Batty,BATTY,Rutger Hauer,1,585
blade runner,Rachael,RACHAEL,Sean Young,2,586
blade runner,Gaff,GAFF,Edward James Olmos,3,587
blade runner,Bryant,BRYANT,M. Emmet Walsh,4,588
blade runner,Pris,PRIS,Daryl Hannah,5,589
blade runner,Sebastian,SEBASTIAN,William Sanderson,6,590
blade runner,Leon,LEON,Brion James,7,591
blade runner,Tyrell,TYRELL,Joe Turkel,8,592
blade runner,Chew,CHEW,James Hong,10,20904
blade runner,Holden,HOLDEN,Morgan Paull,11,58495
blade runner,Taffey Lewis,TAFFEY,Hy Pyke,14,107074
blast from the past,Adam,ADAM,Brendan Fraser,0,18269
blast from the past,Eve,EVE,Alicia Silverstone,1,5588
blast from the past,Calvin,CALVIN,Christopher Walken,2,4690
blast from the past,Helen,HELEN,Sissy Spacek,3,5606
blast from the past,Troy,TROY,Dave Foley,4,21290
blast from the past,Soda Jerk,SODA JERK,Joey Slotnick,5,9998
blast from the past,Miss Sweet,MISS SWEET,Deborah Kellner,7,1226231
blast from the past,Cliff,CLIFF,Nathan Fillion,8,51797
blast from the past,Dr. Aron,ARON,Jenifer Lewis,9,15899
blast from the past,Jerry,JERRY,Don Yesso,11,172734
blast from the past,Mom,MOM,Dale Raoul,13,174600
blast from the past,Navy Pilot,PILOT,Ted Kairys,18,2563469
blast from the past,Levy,LEVY,Hugh Wilson,25,28904
blast from the past,Atkinson,ATKINSON,John Roselius,26,9285
blast from the past,Bystander #1,BYSTANDER #1,Fred Pierce,37,1748763
blast from the past,Bakery Clerk,CLERK,Sheila Shaw,42,31529
blast from the past,Butcher,BUTCHER,Todd Susman,44,148635
blast from the past,Bellboy,BELLBOY,Danny Zorn,46,108098
blast from the past,Postal Worker,POSTAL WORKER,Sonya Eddy,54,155625
blood simple.,Ray,RAY,John Getz,0,20211
blood simple.,Abby,ABBY,Frances McDormand,1,3910
blood simple.,Julian Marty,MARTY,Dan Hedaya,2,6486
blood simple.,Loren Visser,VISSER,M. Emmet Walsh,3,588
blood simple.,Meurice,MEURICE,Samm-Art Williams,4,3017
blood simple.,Debra,DEBRA,Deborah Neumann,5,565188
blood simple.,Man from Lubbock,MAN,Van Brooks,7,565189
blow,George Jung,GEORGE,Johnny Depp,0,85
blow,Mirtha Jung,MIRTHA,Penélope Cruz,1,955
blow,Barbara Buckley,BARBARA,Franka Potente,2,679
blow,Ermine Jung,ERMINE,Rachel Griffiths,3,3052
blow,Fred Jung,FRED,Ray Liotta,4,11477
blow,Diego Delgado,DIEGO,Jordi Mollà,5,31384
blow,Pablo Escobar,ESCOBAR,Cliff Curtis,6,7248
blow,Derek Foreal,DEREK,Paul Reubens,7,5129
blow,Augusto Oliveras,AUGUSTO,Miguel Sandoval,8,30488
blow,Kevin Dulli,KEVIN,Max Perlich,9,7268
blow,Tuna,TUNA,Ethan Suplee,10,824
blow,Leon Minghella,LEON,Kevin Gage,11,34839
blow,Young Kristina Jung,KRISTINA,Emma Roberts,14,34847
blow,Cesar Toban,CESAR,Dan Ferro,15,34841
blow,Alessandro,ALESSANDRO,Miguel Pérez,17,34840
blow,Dr. Bay,DR. BAY,Michael Tucci,18,8897
blow,Guard Gus,GUS,Brian Goodman,45,80978
blow,Detective #1,DETECTIVE #1,Josh Herman,46,3092631
blue velvet,Dorothy Vallens,DOROTHY,Isabella Rossellini,0,6588
blue velvet,Jeffrey Beaumont,JEFFREY,Kyle MacLachlan,1,6677
blue velvet,Frank Booth,FRANK,Dennis Hopper,2,2778
blue velvet,Sandy Williams,SANDY,Laura Dern,3,4784
blue velvet,Mrs. Williams,MRS. WILLIAMS,Hope Lange,4,3382
blue velvet,Ben,BEN,Dean Stockwell,5,923
blue velvet,Detective Williams,DETECTIVE WILLIAMS,George Dickerson,6,11792
blue velvet,Mrs. Beaumont,MRS. BEAUMONT,Priscilla Pointer,7,11793
blue velvet,Aunt Barbara,AUNT BARBARA,Frances Bay,8,11794
blue velvet,Mr. Beaumont,MR. BEAUMONT,Jack Harvey,9,1599429
blue velvet,Mike,MIKE,Ken Stovitz,10,11796
blue velvet,Raymond,RAYMOND,Brad Dourif,11,1370
blue velvet,Yellow Man,YELLOW MAN,Fred Pickler,15,2352561
body of evidence,Frank Dulaney,DULANEY,Willem Dafoe,1,5293
body of evidence,Sharon Dulaney,SHARON,Julianne Moore,2,1231
body of evidence,Joanne Braslow,JOANNE,Anne Archer,3,10427
body of evidence,Jeffrey Roston,ROSTON,Frank Langella,5,8924
body of evidence,Dr. McCurdy,MCCURDY,Charles Hallahan,8,15414
body of evidence,Charles Biggs,BIGGS,Stan Shaw,9,16936
body of evidence,Detective Reese,REESE,Mark Rolston,12,6576
body of evidence,Michael Dulaney,MICHAEL,Aaron Corcoran,13,3067867
bones,Jimmy Bones,BONES,Snoop Dogg,0,19767
bones,Pearl,PEARL,Pam Grier,1,2230
bones,Patrick,PATRICK,Khalil Kain,3,79538
bones,Al Lupovich,LUPOVICH,Michael T. Weiss,4,42722
bones,Jeremiah Peet,JEREMIAH,Clifton Powell,5,58924
bones,Eddie Mack,MACK,Ricky Harris,6,158452
bones,Bill,BILL,Merwin Mondesir,7,74608
bones,Maurice,MAURICE,Sean Amsing,8,1237725
bones,Tia,TIA,Katharine Isabelle,9,27136
bones,Shotgun,SHOTGUN,Ron Selmour,10,10874
bones,Stank,STANK,Deezer D,11,541733
bones,Weaze,WEAZE,Garikayi Mutambirwa,12,69119
bones,Jason,JASON,Josh Byer,13,1327238
book of shadows: blair witch 2,Heather Donahue (archive footage) (uncredited),HEATHER,Rei Hance,49,26851
bottle rocket,Anthony Adams,ANTHONY,Luke Wilson,0,36422
bottle rocket,Dignan,DIGNAN,Owen Wilson,1,887
bottle rocket,Bob Mapplethorpe,BOB,Robert Musgrave,2,52797
bottle rocket,Inez,INEZ,Lumi Cavazos,3,74940
bottle rocket,Kumar,KUMAR,Kumar Pallana,11,8690
bottle rocket,Applejack,APPLEJACK,Jim Ponds,12,194294
bottle rocket,Jackson,JACKSON,Haskel Craver,13,2086924
bottle rocket,Bookstore Employee,EMPLOYEE,Dipak Pallana,18,2086041
bottle rocket,Man in Bar,MAN,Richard Reyes,24,999663
bottle rocket,Cop,COP,Russell Towery,31,61570
bound,Corky,CORKY,Gina Gershon,0,11150
bound,Violet,VIOLET,Jennifer Tilly,1,7906
bound,Caesar,CAESAR,Joe Pantoliano,2,532
bound,Mickey Malnato,MICKEY,John P. Ryan,3,15213
bound,Johnnie Marzzone,JOHNNIE,Christopher Meloni,4,22227
bound,Gino Marzzone,GINO,Richard C. Sarafian,5,21544
bound,Cop #1,COP #1,Ivan Kane,11,11891
braveheart,William Wallace,WILLIAM,Mel Gibson,0,2461
braveheart,Princess Isabelle,PRINCESS,Sophie Marceau,2,1957
braveheart,King Edward,EDWARD,Patrick McGoohan,3,2463
